date,crime_type,state,Primary Category,Secondary Category,Months Difference
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,179
2010-01-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-04-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,176
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"BURGLARY FROM VEHICLE, ATTEMPTED",California,Property Crimes,BURGLARY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,179
2010-01-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ARSON,California,Miscellaneous Crimes,ARSON,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,179
2010-01-01,BURGLARY,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,KIDNAPPING - GRAND ATTEMPT,California,Violent Crimes,KIDNAPPING,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178
2010-02-01,ROBBERY,California,Violent Crimes,ROBBERY,178
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178
2010-02-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,ROBBERY,California,Violent Crimes,ROBBERY,178
2010-02-01,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,California,Sexual Offenses,SEXUAL,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,ROBBERY,California,Violent Crimes,ROBBERY,178
2010-02-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,178
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,178
2010-02-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178
2010-02-01,ROBBERY,California,Violent Crimes,ROBBERY,178
